pipeline	fitness	fit_time
minMaxScaler();minMaxScaler();gaussianNB(0.0026535924869711324)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(False,False);minMaxScaler();varianceThreshold();minMaxScaler();bernoulliNB(13.47682032738268,True)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();maxAbsScaler();maxAbsScaler();maxAbsScaler();selectFwe(0.009043666552575984);qda(0.2944927770994724)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();maxAbsScaler();bernoulliNB(21.523060441398258,False)	0.26129629629629625	2.014051675796509
minMaxScaler();selectFwe(0.024658343705673866);multinomialNB(4.818108993452412,True)	0.20722222222222225	2.7536845207214355
varianceThreshold();varianceThreshold();multinomialNB(36.87483075923989,True)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
nystroem('sigmoid',1.7423961110204327,44,2,-0.23262073421992024);adaBoost(decisionTree('entropy',28,13,0.5699993338763802,7,'None'),72,1.4483520731325303,'SAMME')	0.16666666666666666	3.9984827041625977
maxAbsScaler();robustScaler(False,True);nystroem('cosine',7.556033650403374,90,5,-0.5536084395066585);adaBoost(decisionTree('gini',10,4,0.8585144063565593,10,'None'),30,0.5888670915381928,'SAMME')	0.5564814814814815	4.585208892822266
maxAbsScaler();nystroem('poly',2.3695199774104716,54,3,0.3536970796999488);adaBoost(decisionTree('entropy',4,12,0.8955753946414917,17,'None'),74,1.4932288908626732,'SAMME')	0.5731481481481482	5.7597057819366455
selectFwe(0.017249723534111822);minMaxScaler();minMaxScaler();selectFwe(0.018793868640708627);adaBoost(decisionTree('entropy',20,4,0.8562771389130047,20,'None'),32,0.19666825807181484,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(True,True);selectPercentile(90.1038273587697);selectFwe(0.0326841797004676);randomForest(86,'entropy',0.6956345264363321,14,3,False,'balanced_subsample')	0.6383333333333334	4.696407794952393
varianceThreshold();robustScaler(False,True);selectFwe(0.04466939840961905);varianceThreshold();minMaxScaler();adaBoost(decisionTree('gini',10,13,0.49326104275013793,5,'balanced'),74,1.3552637436178543,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();lda(0.12629982004880003,53,0.013603893314741142)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
varianceThreshold();selectPercentile(62.49760567667308);pca(0.771115481433299,False);varianceThreshold();adaBoost(decisionTree('gini',19,14,0.204821737736817,4,'balanced'),25,0.8771129300595147,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();robustScaler(True,True);maxAbsScaler();selectFwe(0.04686724486146901);fastICA(87,'parallel','arbitrary-variance','cube');varianceThreshold();gaussianNB(0.007328583021315048)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
minMaxScaler();multinomialNB(48.75738030882885,True)	0.18592592592592594	3.3891282081604004
logisticRegression('l1','liblinear',1000,1.6485202941946948,'balanced')	eval_error (The 'liblinear' solver does not support multiclass classification (n_classes >= 3). Either use another solver or wrap the estimator in a OneVsRestClassifier to keep applying a one-versus-rest scheme.)	eval_error (The 'liblinear' solver does not support multiclass classification (n_classes >= 3). Either use another solver or wrap the estimator in a OneVsRestClassifier to keep applying a one-versus-rest scheme.)
maxAbsScaler();fastICA(44,'deflation','unit-variance','logcosh');fastICA(73,'parallel','unit-variance','exp');logisticRegression('None','liblinear',1000,2.593247120632086,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(True,True);selectPercentile(9.204553991742472);mlpClassifier((97, 3),0.04338905221155612,0.8979170621498264,'sgd','relu')	0.2496296296296296	7.150477409362793
randomForest(79,'entropy',0.505433262868637,12,6,False,'balanced_subsample')	0.6181481481481481	8.303105354309082
